Address,Postcode,Floor Area,House Number,Street Name
"29, Falstaff Avenue, Earley",RG6 5TQ,1389,29,Falstaff Avenue
"34, Falstaff Avenue, Earley",RG6 5TQ,908,34,Falstaff Avenue
"2, Falstaff Avenue, Earley",RG6 5TQ,1432,2,Falstaff Avenue
"35, Falstaff Avenue, Earley",RG6 5TQ,627,35,Falstaff Avenue
"24, Falstaff Avenue, Earley",RG6 5TQ,903,24,Falstaff Avenue
"37, Falstaff Avenue, Earley",RG6 5TQ,678,37,Falstaff Avenue
"51 Elm Road, Earley",RG6 5TR,2626,51,Elm Road
"52 ELM ROAD, EARLEY",RG6 5TR,1658,52,ELM ROAD
"70 ELM ROAD, EARLEY",RG6 5TR,1087,70,ELM ROAD
"90, Elm Road, Earley",RG6 5TR,2271,90,Elm Road
"74, Elm Road, Earley",RG6 5TR,1658,74,Elm Road
"86, Elm Road, Earley",RG6 5TR,1690,86,Elm Road
"40, Elm Road, Earley",RG6 5TR,1873,40,Elm Road
"50, Elm Road, Earley",RG6 5TR,1055,50,Elm Road
"64, Elm Road, Earley",RG6 5TR,1023,64,Elm Road
"57, Elm Road, Earley",RG6 5TR,2347,57,Elm Road
"42, Elm Road, Earley",RG6 5TR,1604,42,Elm Road
"78a, Elm Road, Earley",RG6 5TR,915,78,a
"84, Elm Road, Earley",RG6 5TR,2013,84,Elm Road
"56, Elm Road, Earley",RG6 5TR,1711,56,Elm Road
"78a, Elm Road, Earley",RG6 5TR,958,78,a
"48, Elm Road, Earley",RG6 5TR,850,48,Elm Road
"96, Elm Road, Earley",RG6 5TR,1518,96,Elm Road
"72, Elm Road, Earley",RG6 5TR,2192,72,Elm Road
"46, Elm Road, Earley",RG6 5TR,989,46,Elm Road
"55, Elm Road, Earley",RG6 5TR,2247,55,Elm Road
"67, Elm Road, Earley",RG6 5TR,1488,67,Elm Road
"78, Elm Road, Earley",RG6 5TR,1266,78,Elm Road
32 Elm Road,RG6 5TS,1130,32,Elm Road
14 ELM ROAD,RG6 5TS,1378,14,ELM ROAD
"18, Elm Road",RG6 5TS,1345,18,Elm Road
"34, Elm Road",RG6 5TS,1636,34,Elm Road
"14, Elm Road",RG6 5TS,1647,14,Elm Road
"11, Elm Road",RG6 5TS,883,11,Elm Road
"11a, Elm Road",RG6 5TS,936,11,a
"7, Elm Road",RG6 5TS,818,7,Elm Road
"28, Elm Road",RG6 5TS,1023,28,Elm Road
"23, Elm Road",RG6 5TS,990,23,Elm Road
"27, Elm Road",RG6 5TS,710,27,Elm Road
"25, Elm Road",RG6 5TS,775,25,Elm Road
"21, Elm Road",RG6 5TS,1044,21,Elm Road
"27, Elm Road",RG6 5TS,624,27,Elm Road
"19, Elm Road",RG6 5TS,1432,19,Elm Road
"16, Elm Road",RG6 5TS,1130,16,Elm Road
"9, Elm Road",RG6 5TS,904,9,Elm Road
"25, Elm Road",RG6 5TS,797,25,Elm Road
"15, Elm Road",RG6 5TS,1202,15,Elm Road
"15, Elm Road",RG6 5TS,1210,15,Elm Road
"38, Elm Road",RG6 5TS,1507,38,Elm Road
"21, Elm Road",RG6 5TS,1062,21,Elm Road
"7 Langdale Gardens, Earley",RG6 5TU,797,7,Langdale Gardens
"51 Langdale Gardens, Earley",RG6 5TU,635,51,Langdale Gardens
"27 LANGDALE GARDENS, EARLEY",RG6 5TU,624,27,LANGDALE GARDENS
"45 LANGDALE GARDENS, EARLEY",RG6 5TU,657,45,LANGDALE GARDENS
"65, Langdale Gardens, Earley",RG6 5TU,657,65,Langdale Gardens
"21, Langdale Gardens, Earley",RG6 5TU,624,21,Langdale Gardens
"43, Langdale Gardens, Earley",RG6 5TU,797,43,Langdale Gardens
"5, Langdale Gardens, Earley",RG6 5TU,646,5,Langdale Gardens
"37, Langdale Gardens, Earley",RG6 5TU,786,37,Langdale Gardens
"53, Langdale Gardens, Earley",RG6 5TU,689,53,Langdale Gardens
"11, Langdale Gardens, Earley",RG6 5TU,624,11,Langdale Gardens
"53, Langdale Gardens, Earley",RG6 5TU,678,53,Langdale Gardens
"59, Langdale Gardens, Earley",RG6 5TU,646,59,Langdale Gardens
"3, Langdale Gardens, Earley",RG6 5TU,635,3,Langdale Gardens
"61, Langdale Gardens, Earley",RG6 5TU,710,61,Langdale Gardens
"25, Langdale Gardens, Earley",RG6 5TU,614,25,Langdale Gardens
"29, Langdale Gardens, Earley",RG6 5TU,635,29,Langdale Gardens
"33, Langdale Gardens, Earley",RG6 5TU,667,33,Langdale Gardens
"33, Langdale Gardens, Earley",RG6 5TU,667,33,Langdale Gardens
"9, Langdale Gardens, Earley",RG6 5TU,667,9,Langdale Gardens
"23, Langdale Gardens, Earley",RG6 5TU,635,23,Langdale Gardens
"41, Langdale Gardens, Earley",RG6 5TU,797,41,Langdale Gardens
"19, Langdale Gardens, Earley",RG6 5TU,603,19,Langdale Gardens
"31, Langdale Gardens, Earley",RG6 5TU,646,31,Langdale Gardens
"49, Langdale Gardens, Earley",RG6 5TU,646,49,Langdale Gardens
"7, Langdale Gardens, Earley",RG6 5TU,661,7,Langdale Gardens
"1, Langdale Gardens, Earley",RG6 5TU,631,1,Langdale Gardens
"45, Langdale Gardens, Earley",RG6 5TU,687,45,Langdale Gardens
"5, Langdale Gardens, Earley",RG6 5TU,639,5,Langdale Gardens
"21, Langdale Gardens, Earley",RG6 5TU,628,21,Langdale Gardens
"37, Langdale Gardens, Earley",RG6 5TU,781,37,Langdale Gardens
"16 Langdale Gardens, Earley",RG6 5TX,1012,16,Langdale Gardens
"2 Langdale Gardens, Earley",RG6 5TX,807,2,Langdale Gardens
"28 LANGDALE GARDENS, EARLEY",RG6 5TX,1001,28,LANGDALE GARDENS
"42 LANGDALE GARDENS, EARLEY",RG6 5TX,1033,42,LANGDALE GARDENS
"10, Langdale Gardens, Earley",RG6 5TX,1001,10,Langdale Gardens
"30, Langdale Gardens, Earley",RG6 5TX,1012,30,Langdale Gardens
"44, Langdale Gardens, Earley",RG6 5TX,1066,44,Langdale Gardens
"42, Langdale Gardens, Earley",RG6 5TX,1076,42,Langdale Gardens
"34, Langdale Gardens, Earley",RG6 5TX,947,34,Langdale Gardens
"12, Langdale Gardens, Earley",RG6 5TX,1001,12,Langdale Gardens
"36, Langdale Gardens, Earley",RG6 5TX,775,36,Langdale Gardens
"20, Langdale Gardens, Earley",RG6 5TX,775,20,Langdale Gardens
"48, Langdale Gardens, Earley",RG6 5TX,980,48,Langdale Gardens
"50, Langdale Gardens, Earley",RG6 5TX,786,50,Langdale Gardens
"6, Langdale Gardens, Earley",RG6 5TX,850,6,Langdale Gardens
"8, Langdale Gardens, Earley",RG6 5TX,768,8,Langdale Gardens
"46, Langdale Gardens, Earley",RG6 5TX,1148,46,Langdale Gardens
13 College Road,RG6 1QE,1658,13,College Road
"1, College Road",RG6 1QE,1701,1,College Road
"15, College Road",RG6 1QE,1690,15,College Road
"27, College Road",RG6 1QE,1798,27,College Road
9a College Road,RG6 1QE,764,9,a College Road
9b College Road,RG6 1QE,1012,9,b College Road
9b College Road,RG6 1QE,1012,9,b College Road
9a College Road,RG6 1QE,764,9,a College Road
"43, College Road",RG6 1QE,1528,43,College Road
"3, College Road",RG6 1QE,1851,3,College Road
"23, College Road",RG6 1QE,1862,23,College Road
"11, College Road",RG6 1QE,1765,11,College Road
"31, College Road",RG6 1QE,1948,31,College Road
"29, College Road",RG6 1QE,1582,29,College Road
"5, College Road",RG6 1QE,1722,5,College Road
"39, College Road",RG6 1QE,2088,39,College Road
"37, College Road",RG6 1QE,1765,37,College Road
"21, College Road",RG6 1QE,1615,21,College Road
"5 Sawtry Close, Lower Earley",RG6 3AA,883,5,Sawtry Close
"11, Sawtry Close, Lower Earley",RG6 3AA,1066,11,Sawtry Close
"8, Sawtry Close, Lower Earley",RG6 3AA,904,8,Sawtry Close
"14, Sawtry Close, Lower Earley",RG6 3AA,969,14,Sawtry Close
"3, Sawtry Close, Lower Earley",RG6 3AA,936,3,Sawtry Close
"9, Sawtry Close, Lower Earley",RG6 3AA,1345,9,Sawtry Close
"10, Sawtry Close, Lower Earley",RG6 3AA,1195,10,Sawtry Close
"14 Huntingdon Close, Lower Earley",RG6 3AB,883,14,Huntingdon Close
"21 Huntingdon Close, Lower Earley",RG6 3AB,1087,21,Huntingdon Close
"42 Huntingdon Close, Lower Earley",RG6 3AB,1023,42,Huntingdon Close
"30 Huntingdon Close, Lower Earley",RG6 3AB,926,30,Huntingdon Close
"26 HUNTINGDON CLOSE, EARLEY",RG6 3AB,635,26,HUNTINGDON CLOSE
"23 HUNTINGDON CLOSE, EARLEY",RG6 3AB,1012,23,HUNTINGDON CLOSE
"40, Huntingdon Close, Lower Earley",RG6 3AB,872,40,Huntingdon Close
"22, Huntingdon Close, Lower Earley",RG6 3AB,657,22,Huntingdon Close
"7, Huntingdon Close, Lower Earley",RG6 3AB,1055,7,Huntingdon Close
"38, Huntingdon Close, Lower Earley",RG6 3AB,990,38,Huntingdon Close
"15, Huntingdon Close, Lower Earley",RG6 3AB,646,15,Huntingdon Close
"36, Huntingdon Close, Lower Earley",RG6 3AB,990,36,Huntingdon Close
"9, Huntingdon Close, Lower Earley",RG6 3AB,1055,9,Huntingdon Close
"20, Huntingdon Close, Lower Earley",RG6 3AB,657,20,Huntingdon Close
"24, Huntingdon Close, Lower Earley",RG6 3AB,646,24,Huntingdon Close
"21, Huntingdon Close, Lower Earley",RG6 3AB,858,21,Huntingdon Close
"42, Huntingdon Close, Lower Earley",RG6 3AB,893,42,Huntingdon Close
"14, Huntingdon Close, Lower Earley",RG6 3AB,878,14,Huntingdon Close
"15, Huntingdon Close, Lower Earley",RG6 3AB,647,15,Huntingdon Close
"2 Stilton Close, Lower Earley",RG6 3AD,1873,2,Stilton Close
"5 Stilton Close, Lower Earley",RG6 3AD,797,5,Stilton Close
"6, Stilton Close, Lower Earley",RG6 3AD,1152,6,Stilton Close
"8, Stilton Close, Lower Earley",RG6 3AD,1249,8,Stilton Close
"9, Stilton Close, Lower Earley",RG6 3AD,1378,9,Stilton Close
"7, Stilton Close, Lower Earley",RG6 3AD,570,7,Stilton Close
"11, Stilton Close, Lower Earley",RG6 3AD,969,11,Stilton Close
"10, Stilton Close, Lower Earley",RG6 3AD,1209,10,Stilton Close
"5, Stilton Close, Lower Earley",RG6 3AD,800,5,Stilton Close
"12, Stilton Close, Lower Earley",RG6 3AD,886,12,Stilton Close
"4 Ramsey Close, Lower Earley",RG6 3AE,893,4,Ramsey Close
"7, Ramsey Close, Lower Earley",RG6 3AE,883,7,Ramsey Close
"3, Ramsey Close, Lower Earley",RG6 3AE,872,3,Ramsey Close
"1, Ramsey Close, Lower Earley",RG6 3AE,1216,1,Ramsey Close
"5, Ramsey Close, Lower Earley",RG6 3AE,1378,5,Ramsey Close
"7, Ramsey Close, Lower Earley",RG6 3AE,880,7,Ramsey Close
"9 THORNEY CLOSE, EARLEY",RG6 3AF,1001,9,THORNEY CLOSE
"15, Thorney Close, Lower Earley",RG6 3AF,797,15,Thorney Close
"10, Thorney Close, Lower Earley",RG6 3AF,893,10,Thorney Close
"8, Thorney Close, Lower Earley",RG6 3AF,958,8,Thorney Close
"12, Thorney Close, Lower Earley",RG6 3AF,624,12,Thorney Close
"5, Thorney Close, Lower Earley",RG6 3AF,1238,5,Thorney Close
"14, Thorney Close, Lower Earley",RG6 3AF,646,14,Thorney Close
"16, Thorney Close, Lower Earley",RG6 3AF,807,16,Thorney Close
"3, Thorney Close, Lower Earley",RG6 3AF,807,3,Thorney Close
"15, Thorney Close, Lower Earley",RG6 3AF,797,15,Thorney Close
"6, Thorney Close, Lower Earley",RG6 3AF,973,6,Thorney Close
"8, Holsworthy Close, Lower Earley",RG6 3AH,1152,8,Holsworthy Close
"4, Holsworthy Close, Lower Earley",RG6 3AH,990,4,Holsworthy Close
"5, Holsworthy Close, Lower Earley",RG6 3AH,1238,5,Holsworthy Close
"7, Holsworthy Close, Lower Earley",RG6 3AH,883,7,Holsworthy Close
"5, Northam Close, Lower Earley",RG6 3AJ,624,5,Northam Close
"3, Northam Close, Lower Earley",RG6 3AJ,1259,3,Northam Close
"3, Northam Close, Lower Earley",RG6 3AJ,1367,3,Northam Close
"6, Northam Close, Lower Earley",RG6 3AJ,850,6,Northam Close
"5, Northam Close, Lower Earley",RG6 3AJ,818,5,Northam Close
"6, Northam Close, Lower Earley",RG6 3AJ,874,6,Northam Close
"8, Northam Close, Lower Earley",RG6 3AJ,1610,8,Northam Close
"2 Whitestone Close, Lower Earley",RG6 3AL,1109,2,Whitestone Close
"6, Whitestone Close, Lower Earley",RG6 3AL,1173,6,Whitestone Close
"11, Whitestone Close, Lower Earley",RG6 3AL,1033,11,Whitestone Close
"8, Whitestone Close, Lower Earley",RG6 3AL,1324,8,Whitestone Close
"3, Whitestone Close, Lower Earley",RG6 3AL,786,3,Whitestone Close
"4, Whitestone Close, Lower Earley",RG6 3AL,775,4,Whitestone Close
"9, Whitestone Close, Lower Earley",RG6 3AL,1367,9,Whitestone Close
"2, Whitestone Close, Lower Earley",RG6 3AL,992,2,Whitestone Close
"39 The Delph, Lower Earley",RG6 3AN,753,39,The Delph
"4 The Delph, Lower Earley",RG6 3AN,829,4,The Delph
"44 THE DELPH, EARLEY",RG6 3AN,775,44,THE DELPH
"41 THE DELPH, EARLEY",RG6 3AN,1055,41,THE DELPH
"9 THE DELPH, EARLEY",RG6 3AN,743,9,THE DELPH
"11, The Delph, Lower Earley",RG6 3AN,818,11,The Delph
"19, The Delph, Lower Earley",RG6 3AN,603,19,The Delph
"26, The Delph, Lower Earley",RG6 3AN,614,26,The Delph
"3, The Delph, Lower Earley",RG6 3AN,624,3,The Delph
"32, The Delph, Lower Earley",RG6 3AN,624,32,The Delph
"27, The Delph, Lower Earley",RG6 3AN,603,27,The Delph
"34, The Delph, Lower Earley",RG6 3AN,603,34,The Delph
"48, The Delph, Lower Earley",RG6 3AN,1399,48,The Delph
"40, The Delph, Lower Earley",RG6 3AN,840,40,The Delph
"31, The Delph, Lower Earley",RG6 3AN,872,31,The Delph
"28, The Delph, Lower Earley",RG6 3AN,592,28,The Delph
"50, The Delph, Lower Earley",RG6 3AN,936,50,The Delph
"45, The Delph, Lower Earley",RG6 3AN,775,45,The Delph
"17, The Delph, Lower Earley",RG6 3AN,581,17,The Delph
"37, The Delph, Lower Earley",RG6 3AN,1033,37,The Delph
"24, The Delph, Lower Earley",RG6 3AN,732,24,The Delph
"18, The Delph, Lower Earley",RG6 3AN,592,18,The Delph
"44, The Delph, Lower Earley",RG6 3AN,775,44,The Delph
"35, The Delph, Lower Earley",RG6 3AN,614,35,The Delph
"32, The Delph, Lower Earley",RG6 3AN,603,32,The Delph
"6, The Delph, Lower Earley",RG6 3AN,904,6,The Delph
"36, The Delph, Lower Earley",RG6 3AN,549,36,The Delph
"36, The Delph, Lower Earley",RG6 3AN,592,36,The Delph
"31, The Delph, Lower Earley",RG6 3AN,811,31,The Delph
"16, The Delph, Lower Earley",RG6 3AN,1081,16,The Delph
"10, The Delph, Lower Earley",RG6 3AN,1205,10,The Delph
"20, The Delph, Lower Earley",RG6 3AN,576,20,The Delph
"50, The Delph, Lower Earley",RG6 3AN,655,50,The Delph
"14, The Delph, Lower Earley",RG6 3AN,614,14,The Delph
"76 Hawkedon Way, Lower Earley",RG6 3AP,689,76,Hawkedon Way
"80 HAWKEDON WAY, EARLEY",RG6 3AP,872,80,HAWKEDON WAY
"62 HAWKEDON WAY, EARLEY",RG6 3AP,1109,62,HAWKEDON WAY
"66 HAWKEDON WAY, EARLEY",RG6 3AP,635,66,HAWKEDON WAY
"51 HAWKEDON WAY, EARLEY",RG6 3AP,646,51,HAWKEDON WAY
"15, Hawkedon Way, Lower Earley",RG6 3AP,1270,15,Hawkedon Way
"82, Hawkedon Way, Lower Earley",RG6 3AP,667,82,Hawkedon Way
"68, Hawkedon Way, Lower Earley",RG6 3AP,657,68,Hawkedon Way
"34, Hawkedon Way, Lower Earley",RG6 3AP,1464,34,Hawkedon Way
"38, Hawkedon Way, Lower Earley",RG6 3AP,1227,38,Hawkedon Way
"58, Hawkedon Way, Lower Earley",RG6 3AP,1076,58,Hawkedon Way
"53, Hawkedon Way, Lower Earley",RG6 3AP,700,53,Hawkedon Way
"38, Hawkedon Way, Lower Earley",RG6 3AP,1238,38,Hawkedon Way
"39, Hawkedon Way, Lower Earley",RG6 3AP,1055,39,Hawkedon Way
"42, Hawkedon Way, Lower Earley",RG6 3AP,1163,42,Hawkedon Way
"43, Hawkedon Way, Lower Earley",RG6 3AP,1001,43,Hawkedon Way
"46, Hawkedon Way, Lower Earley",RG6 3AP,1130,46,Hawkedon Way
"9, Hawkedon Way, Lower Earley",RG6 3AP,840,9,Hawkedon Way
"27, Hawkedon Way, Lower Earley",RG6 3AP,807,27,Hawkedon Way
"66, Hawkedon Way, Lower Earley",RG6 3AP,679,66,Hawkedon Way
"84, Hawkedon Way, Lower Earley",RG6 3AP,651,84,Hawkedon Way
"74, Hawkedon Way, Lower Earley",RG6 3AP,645,74,Hawkedon Way
"24 Ilfracombe Way, Lower Earley",RG6 3AQ,861,24,Ilfracombe Way
"42 Ilfracombe Way, Lower Earley",RG6 3AQ,1130,42,Ilfracombe Way
"18 Ilfracombe Way, Lower Earley",RG6 3AQ,807,18,Ilfracombe Way
"8 ILFRACOMBE WAY, LOWER EARLEY",RG6 3AQ,807,8,ILFRACOMBE WAY
"19, Ilfracombe Way, Lower Earley",RG6 3AQ,764,19,Ilfracombe Way
"10, Ilfracombe Way, Lower Earley",RG6 3AQ,936,10,Ilfracombe Way
"9, Ilfracombe Way, Lower Earley",RG6 3AQ,689,9,Ilfracombe Way
"23, Ilfracombe Way, Lower Earley",RG6 3AQ,872,23,Ilfracombe Way
"10, Ilfracombe Way, Lower Earley",RG6 3AQ,872,10,Ilfracombe Way
"1, Ilfracombe Way, Lower Earley",RG6 3AQ,1130,1,Ilfracombe Way
"8, Ilfracombe Way, Lower Earley",RG6 3AQ,926,8,Ilfracombe Way
"16, Ilfracombe Way, Lower Earley",RG6 3AQ,926,16,Ilfracombe Way
"4, Ilfracombe Way, Lower Earley",RG6 3AQ,904,4,Ilfracombe Way
"36, Ilfracombe Way, Lower Earley",RG6 3AQ,764,36,Ilfracombe Way
"29, Ilfracombe Way, Lower Earley",RG6 3AQ,980,29,Ilfracombe Way
"34, Ilfracombe Way, Lower Earley",RG6 3AQ,764,34,Ilfracombe Way
"17, Ilfracombe Way, Lower Earley",RG6 3AQ,764,17,Ilfracombe Way
"26, Ilfracombe Way, Lower Earley",RG6 3AQ,840,26,Ilfracombe Way
"24, Ilfracombe Way, Lower Earley",RG6 3AQ,775,24,Ilfracombe Way
"7, Ilfracombe Way, Lower Earley",RG6 3AQ,689,7,Ilfracombe Way
"8, Ilfracombe Way, Lower Earley",RG6 3AQ,808,8,Ilfracombe Way
"21, Ilfracombe Way, Lower Earley",RG6 3AQ,878,21,Ilfracombe Way
"15, Ilfracombe Way, Lower Earley",RG6 3AQ,683,15,Ilfracombe Way
"17, Ilfracombe Way, Lower Earley",RG6 3AQ,669,17,Ilfracombe Way
"12, Ilfracombe Way, Lower Earley",RG6 3AQ,777,12,Ilfracombe Way
"42, Ilfracombe Way, Lower Earley",RG6 3AQ,1068,42,Ilfracombe Way
"2 Hengrave Close, Lower Earley",RG6 3AR,1227,2,Hengrave Close
"7, Hengrave Close, Lower Earley",RG6 3AR,1679,7,Hengrave Close
"4, Hengrave Close, Lower Earley",RG6 3AR,1076,4,Hengrave Close
"3, Hengrave Close, Lower Earley",RG6 3AR,883,3,Hengrave Close
"5, Hengrave Close, Lower Earley",RG6 3AR,1572,5,Hengrave Close
"2, Hengrave Close, Lower Earley",RG6 3AR,1008,2,Hengrave Close
"8, Hengrave Close, Lower Earley",RG6 3AR,1593,8,Hengrave Close
"7 CULFORD CLOSE, EARLEY",RG6 3AS,1087,7,CULFORD CLOSE
"8 CULFORD CLOSE, EARLEY",RG6 3AS,1539,8,CULFORD CLOSE
"14, Culford Close, Lower Earley",RG6 3AS,893,14,Culford Close
"2, Culford Close, Lower Earley",RG6 3AS,969,2,Culford Close
"4, Culford Close, Lower Earley",RG6 3AS,990,4,Culford Close
"5, Culford Close, Lower Earley",RG6 3AS,850,5,Culford Close
"5, Culford Close, Lower Earley",RG6 3AS,850,5,Culford Close
"5, Culford Close, Lower Earley",RG6 3AS,850,5,Culford Close
"1, Culford Close, Lower Earley",RG6 3AS,1539,1,Culford Close
"7, Culford Close, Lower Earley",RG6 3AS,1071,7,Culford Close
"2, Mildenhall Close, Lower Earley",RG6 3AT,1281,2,Mildenhall Close
"12, Mildenhall Close, Lower Earley",RG6 3AT,1044,12,Mildenhall Close
"12, Mildenhall Close, Lower Earley",RG6 3AT,706,12,Mildenhall Close
"2, Newmarket Close, Lower Earley",RG6 3AU,1012,2,Newmarket Close
"5, Newmarket Close, Lower Earley",RG6 3AU,829,5,Newmarket Close
"1, Newmarket Close, Lower Earley",RG6 3AU,1066,1,Newmarket Close
"6, Newmarket Close, Lower Earley",RG6 3AU,1259,6,Newmarket Close
"3, Newmarket Close, Lower Earley",RG6 3AU,693,3,Newmarket Close
"85 The Delph, Lower Earley",RG6 3AW,678,85,The Delph
"96 The Delph, Lower Earley",RG6 3AW,904,96,The Delph
"95 The Delph, Lower Earley",RG6 3AW,904,95,The Delph
"53 The Delph, Lower Earley",RG6 3AW,1001,53,The Delph
"84 The Delph, Lower Earley",RG6 3AW,603,84,The Delph
"102 The Delph, Lower Earley",RG6 3AW,904,102,The Delph
"79 The Delph, Lower Earley",RG6 3AW,829,79,The Delph
"76 THE DELPH, LOWER EARLEY",RG6 3AW,624,76,THE DELPH
"101 THE DELPH, LOWER EARLEY",RG6 3AW,947,101,THE DELPH
"101A THE DELPH, EARLEY",RG6 3AW,797,101,A THE DELPH
"74 THE DELPH, EARLEY",RG6 3AW,764,74,THE DELPH
"103, The Delph, Lower Earley",RG6 3AW,958,103,The Delph
"92, The Delph, Lower Earley",RG6 3AW,786,92,The Delph
"64, The Delph, Lower Earley",RG6 3AW,710,64,The Delph
"104, The Delph, Lower Earley",RG6 3AW,689,104,The Delph
"75, The Delph, Lower Earley",RG6 3AW,743,75,The Delph
"87, The Delph, Lower Earley",RG6 3AW,657,87,The Delph
"52, The Delph, Lower Earley",RG6 3AW,678,52,The Delph
"66, The Delph, Lower Earley",RG6 3AW,1044,66,The Delph
"67, The Delph, Lower Earley",RG6 3AW,764,67,The Delph
"73, The Delph, Lower Earley",RG6 3AW,861,73,The Delph
"95, The Delph, Lower Earley",RG6 3AW,926,95,The Delph
"65, The Delph, Lower Earley",RG6 3AW,732,65,The Delph
"93, The Delph, Lower Earley",RG6 3AW,797,93,The Delph
"78, The Delph, Lower Earley",RG6 3AW,915,78,The Delph
"93, The Delph, Lower Earley",RG6 3AW,592,93,The Delph
"51, The Delph, Lower Earley",RG6 3AW,872,51,The Delph
"63, The Delph, Lower Earley",RG6 3AW,1152,63,The Delph
"56, The Delph, Lower Earley",RG6 3AW,915,56,The Delph
"77, The Delph, Lower Earley",RG6 3AW,732,77,The Delph
"66, The Delph, Lower Earley",RG6 3AW,614,66,The Delph
"88, The Delph, Lower Earley",RG6 3AW,689,88,The Delph
"95, The Delph, Lower Earley",RG6 3AW,927,95,The Delph
"84, The Delph, Lower Earley",RG6 3AW,600,84,The Delph
"102, The Delph, Lower Earley",RG6 3AW,784,102,The Delph
"96, The Delph, Lower Earley",RG6 3AW,577,96,The Delph
"94, The Delph, Lower Earley",RG6 3AW,748,94,The Delph
"81, The Delph, Lower Earley",RG6 3AW,845,81,The Delph
"100, The Delph, Lower Earley",RG6 3AW,776,100,The Delph
"71, The Delph, Lower Earley",RG6 3AW,612,71,The Delph
"101a The Delph, Lower Earley",RG6 3AW,841,101,a The Delph
"53, The Delph, Lower Earley",RG6 3AW,970,53,The Delph
"85, The Delph, Lower Earley",RG6 3AW,581,85,The Delph
"89, The Delph, Lower Earley",RG6 3AW,803,89,The Delph
"69, The Delph, Lower Earley",RG6 3AW,727,69,The Delph
"54, The Delph, Lower Earley",RG6 3AW,821,54,The Delph
"79, The Delph, Lower Earley",RG6 3AW,799,79,The Delph
"83, The Delph, Lower Earley",RG6 3AW,967,83,The Delph
"9, Elveden Close, Lower Earley",RG6 3AX,1001,9,Elveden Close
"11, Elveden Close, Lower Earley",RG6 3AX,1195,11,Elveden Close
"5, Elveden Close, Lower Earley",RG6 3AX,1195,5,Elveden Close
"2, Elveden Close, Lower Earley",RG6 3AX,1076,2,Elveden Close
"10, Elveden Close, Lower Earley",RG6 3AX,1270,10,Elveden Close
"6, Elveden Close, Lower Earley",RG6 3AX,1270,6,Elveden Close
"5, Elveden Close, Lower Earley",RG6 3AX,1302,5,Elveden Close
"9, Elveden Close, Lower Earley",RG6 3AX,1044,9,Elveden Close
"6, Elveden Close, Lower Earley",RG6 3AX,1130,6,Elveden Close
"10, Elveden Close, Lower Earley",RG6 3AX,1208,10,Elveden Close
"12, Eriswell Close, Lower Earley",RG6 3AY,1259,12,Eriswell Close
"11, Eriswell Close, Lower Earley",RG6 3AY,1378,11,Eriswell Close
"1, Eriswell Close, Lower Earley",RG6 3AY,1238,1,Eriswell Close
"15, Eriswell Close, Lower Earley",RG6 3AY,1281,15,Eriswell Close
"6, Eriswell Close, Lower Earley",RG6 3AY,1044,6,Eriswell Close
"4, Eriswell Close, Lower Earley",RG6 3AY,786,4,Eriswell Close
"14, Eriswell Close, Lower Earley",RG6 3AY,1172,14,Eriswell Close
"5, Eriswell Close, Lower Earley",RG6 3AY,686,5,Eriswell Close
"14, Barkwith Close, Lower Earley",RG6 3AZ,635,14,Barkwith Close
"6, Barkwith Close, Lower Earley",RG6 3AZ,570,6,Barkwith Close
"16, Barkwith Close, Lower Earley",RG6 3AZ,700,16,Barkwith Close
"4, Barkwith Close, Lower Earley",RG6 3AZ,721,4,Barkwith Close
"1, Barkwith Close, Lower Earley",RG6 3AZ,721,1,Barkwith Close
"2, Barkwith Close, Lower Earley",RG6 3AZ,721,2,Barkwith Close
"7, Barkwith Close, Lower Earley",RG6 3AZ,506,7,Barkwith Close
"10, Barkwith Close, Lower Earley",RG6 3AZ,646,10,Barkwith Close
"12 Trusthorpe Close, Lower Earley",RG6 3BA,721,12,Trusthorpe Close
"5 TRUSTHORPE CLOSE, EARLEY",RG6 3BA,538,5,TRUSTHORPE CLOSE
"8, Trusthorpe Close, Lower Earley",RG6 3BA,431,8,Trusthorpe Close
"19, Trusthorpe Close, Lower Earley",RG6 3BA,721,19,Trusthorpe Close
"7, Trusthorpe Close, Lower Earley",RG6 3BA,495,7,Trusthorpe Close
"18, Trusthorpe Close, Lower Earley",RG6 3BA,657,18,Trusthorpe Close
"7, Trusthorpe Close, Lower Earley",RG6 3BA,560,7,Trusthorpe Close
"6, Trusthorpe Close, Lower Earley",RG6 3BA,517,6,Trusthorpe Close
"8, Trusthorpe Close, Lower Earley",RG6 3BA,484,8,Trusthorpe Close
"12, Trusthorpe Close, Lower Earley",RG6 3BA,721,12,Trusthorpe Close
"1, Trusthorpe Close, Lower Earley",RG6 3BA,771,1,Trusthorpe Close
"5, Trusthorpe Close, Lower Earley",RG6 3BA,520,5,Trusthorpe Close
"3 Ridlington Close, Lower Earley",RG6 3BB,1625,3,Ridlington Close
"14 RIDLINGTON CLOSE, EARLEY",RG6 3BB,1141,14,RIDLINGTON CLOSE
"6, Ridlington Close, Lower Earley",RG6 3BB,1098,6,Ridlington Close
"2, Ridlington Close, Lower Earley",RG6 3BB,1249,2,Ridlington Close
"12, Ridlington Close, Lower Earley",RG6 3BB,2217,12,Ridlington Close
"10, Ridlington Close, Lower Earley",RG6 3BB,1410,10,Ridlington Close
